hbjjshpd,河北经济生活频道,hebei,河北省,河北省
sjzyspd,石家庄影视频道,hebei,河北省,石家庄市
sjzdspd,石家庄都市频道,hebei,河北省,石家庄市
sjzylpd,石家庄娱乐频道,hebei,河北省,石家庄市
sjzxwzhpd,石家庄新闻综合频道,hebei,河北省,石家庄市
bddspd,保定都市频道,hebei,河北省,保定市
bdshjk,保定生活健康,hebei,河北省,保定市
bdxwzhpd,保定新闻综合频道,hebei,河北省,保定市
sjzhsggpd,衡水公共频道,hebei,河北省,衡水市
sjzhsxwzhpd,衡水新闻综合频道,hebei,河北省,衡水市
lfggpd,廊坊公共频道,hebei,河北省,廊坊市
lfxwpd,廊坊新闻频道,hebei,河北省,廊坊市
hbcdxwzhpd,承德新闻综合频道,hebei,河北省,承德市
hbcdyspd,承德影视频道,hebei,河北省,承德市
hbcddspd,承德都市频道,hebei,河北省,承德市
hljws,黑龙江卫视,heilongjiang,黑龙江省,黑龙江省
hljfzpd,黑龙江法制频道,heilongjiang,黑龙江省,黑龙江省
hljggpd,黑龙江公共频道,heilongjiang,黑龙江省,黑龙江省
hljnxpd,黑龙江女性频道,heilongjiang,黑龙江省,黑龙江省
hljsepd,黑龙江少儿频道,heilongjiang,黑龙江省,黑龙江省
hljwypd,黑龙江文艺频道,heilongjiang,黑龙江省,黑龙江省
hljyspd,黑龙江影视频道,heilongjiang,黑龙江省,黑龙江省
hebshpd,哈尔滨生活频道,heilongjiang,黑龙江省,哈尔滨市
herbyspd,哈尔滨影视频道,heilongjiang,黑龙江省,哈尔滨市
hebylpd,哈尔滨娱乐频道,heilongjiang,黑龙江省,哈尔滨市
hebxwzhpd,哈尔滨新闻综合频道,heilongjiang,黑龙江省,哈尔滨市
hebdszxpd,哈尔滨都市资讯频道,heilongjiang,黑龙江省,哈尔滨市
hubeizh,湖北综合频道,hubei,湖北省,湖北省
hubeiws,湖北卫视,hubei,湖北省,湖北省
hubdspd,湖北都市频道,hubei,湖北省,湖北省
hubggpd,湖北公共频道,hubei,湖北省,湖北省
hbjypd,湖北教育频道,hubei,湖北省,湖北省
hbtypd,湖北体育频道,hubei,湖北省,湖北省
hubyspd,湖北影视频道,hubei,湖北省,湖北省
whxfzn,武汉消费指南频道,hubei,湖北省,武汉市
whsepd,武汉少儿频道,hubei,湖北省,武汉市
whtypd,武汉文体频道,hubei,湖北省,武汉市
whwypd1,武汉双语频道,hubei,湖北省,武汉市
whwypd2,武汉文艺频道,hubei,湖北省,武汉市
whyspd,武汉影视频道,hubei,湖北省,武汉市
whxwzhpd,武汉新闻综合频道,hubei,湖北省,武汉市
whkjshpd,武汉科教生活频道,hubei,湖北省,武汉市
etvdspd,eTV都市频道,hunan,湖南省,湖南省
etvjyjs,eTV金鹰纪实,hunan,湖南省,湖南省
etvzhpd,eTV综合频道,hunan,湖南省,湖南省
hunanws,湖南卫视,hunan,湖南省,湖南省
hunggpd,湖南公共频道,hunan,湖南省,湖南省
hnjypd,湖南教育频道,hunan,湖南省,湖南省
hnjykt,湖南金鹰卡通,hunan,湖南省,湖南省
hnsspd,湖南时尚频道,hunan,湖南省,湖南省
hunyspd,湖南影视频道,hunan,湖南省,湖南省
hnylpd,湖南娱乐频道,hunan,湖南省,湖南省
hnwshwb,湖南卫视海外版,hunan,湖南省,湖南省
csggpd,长沙公共频道,hunan,湖南省,长沙市
csjmpd,长沙经贸频道,hunan,湖南省,长沙市
csnxpd,长沙女性频道,hunan,湖南省,长沙市
csxwpd,长沙新闻频道,hunan,湖南省,长沙市
cszfpd,长沙政法频道,hunan,湖南省,长沙市
xxdypd,潇湘电影频道,hunan,湖南省,湖南省
zjjggpd,张家界公共频道,hunan,湖南省,张家界市
zjjzhpd,张家界综合频道,hunan,湖南省,张家界市
cddspd,常德都市频道,hunan,湖南省,常德市
cdeggpd,常德公共频道,hunan,湖南省,常德市
cdxwpd,常德新闻频道,hunan,湖南省,常德市
jscjpd,江苏财经频道,jiangsu,江苏省,江苏省
jsgjpd,江苏国际频道,jiangsu,江苏省,江苏省
jsws,江苏卫视,jiangsu,江苏省,江苏省
jsjzpd,江苏靓妆频道,jiangsu,江苏省,江苏省
jsggpd,江苏公共频道,jiangsu,江苏省,江苏省
jscspd,江苏城市频道,jiangsu,江苏省,江苏省
jssepd,江苏少儿频道,jiangsu,江苏省,江苏省
jstypd,江苏体育频道,jiangsu,江苏省,江苏省
jsuyspd,江苏影视频道,jiangsu,江苏省,江苏省
jszypd,江苏综艺频道,jiangsu,江苏省,江苏省
jsjypd,江苏教育频道,jiangsu,江苏省,江苏省
njshpd,南京生活频道,jiangsu,江苏省,南京市
njxwzhpd,南京新闻综合频道,jiangsu,江苏省,南京市
njwtpd,南京文体频道,jiangsu,江苏省,南京市
njgsxxpd,南京股市信息频道,jiangsu,江苏省,南京市
njjykjpd,南京教育科技频道,jiangsu,江苏省,南京市
njyspd,南京影视频道,jiangsu,江苏省,南京市
njsbpd,南京十八频道,jiangsu,江苏省,南京市
njsepd,南京少儿频道,jiangsu,江苏省,南京市
cztwpd,常州图文频道,jiangsu,江苏省,常州市
czdspd,常州都市频道,jiangsu,江苏省,常州市
czyspd,常州影视频道,jiangsu,江苏省,常州市
changzhougg,常州公共综艺频道,jiangsu,江苏省,常州市
czxwpd,常州新闻频道,jiangsu,江苏省,常州市
szdyylpd,苏州电影娱乐频道,jiangsu,江苏省,苏州市
szshjjpd,苏州社会经济频道,jiangsu,江苏省,苏州市
szshzxpd,苏州生活资讯频道,jiangsu,江苏省,苏州市
szwhshpd,苏州文化生活频道,jiangsu,江苏省,苏州市
szxwzh,苏州新闻综合,jiangsu,江苏省,苏州市
lnws,辽宁卫视,liaoning,辽宁省,辽宁省
lnqspd,辽宁青少频道,liaoning,辽宁省,辽宁省
lnshpd,辽宁生活频道,liaoning,辽宁省,辽宁省
lnyspd,辽宁影视频道,liaoning,辽宁省,辽宁省
lntypd,辽宁体育频道,liaoning,辽宁省,辽宁省
lnzhpd,辽宁综合频道,liaoning,辽宁省,辽宁省
lnggpd,辽宁公共频道,liaoning,辽宁省,辽宁省
lnjyzh,辽宁教育综合,liaoning,辽宁省,辽宁省
syshpd,沈阳生活频道,liaoning,辽宁省,沈阳市
syggshpd,沈阳公共社会频道,liaoning,辽宁省,沈阳市
syxwpd,沈阳新闻频道,liaoning,辽宁省,沈阳市
syyspd,沈阳影视频道,liaoning,辽宁省,沈阳市
syzhpd,沈阳综合频道,liaoning,辽宁省,沈阳市
dlfzpd,大连法制频道,liaoning,辽宁省,大连市
dlwtpd,大连文体频道,liaoning,辽宁省,大连市
dlyspd,大连影视频道,liaoning,辽宁省,大连市
dlxwzhpd,大连新闻综合频道,liaoning,辽宁省,大连市
dlshpd,大连生活频道,liaoning,辽宁省,大连市
dlsepd,大连少儿频道,liaoning,辽宁省,大连市
jnshpd,济南生活频道,shandong,山东省,济南市
jnxwzhpd,济南新闻综合频道,shandong,山东省,济南市
jnswpd,济南商务频道,shandong,山东省,济南市
jnyspd,济南影视频道,shandong,山东省,济南市
jnsepd,济南少儿频道,shandong,山东省,济南市
jndspd,济南都市频道,shandong,山东省,济南市
jnylpd,济南娱乐频道,shandong,山东省,济南市
qdxwzhpd,青岛新闻综合频道,shandong,山东省,青岛市
qdggpd,青岛公共频道,shandong,山东省,青岛市
qdshfwpd,青岛生活服务频道,shandong,山东省,青岛市
qdwtpd,青岛文体频道,shandong,山东省,青岛市
qddsjpd,青岛电视剧频道,shandong,山东省,青岛市
wffzshpd,潍坊经济生活频道,shandong,山东省,潍坊市
wfxwzhpd,潍坊新闻综合频道,shandong,山东省,潍坊市
wfyspd,潍坊公共频道,shandong,山东省,潍坊市
wfkjpd,潍坊科教频道,shandong,山东省,潍坊市
sdjyt,山东教育台,shandong,山东省,山东省
sdws,山东卫视,shandong,山东省,山东省
sdsepd,山东少儿频道,shandong,山东省,山东省
sdggpd,山东公共频道,shandong,山东省,山东省
sdtypd,山东体育频道,shandong,山东省,山东省
sdnkpd,山东农科频道,shandong,山东省,山东省
sdqlpd,山东齐鲁频道,shandong,山东省,山东省
sdytxwzhpd,烟台新闻综合频道,shandong,山东省,烟台市
ytdswtpd,烟台都市文体频道,shandong,山东省,烟台市
ytjjshpd,烟台经济生活频道,shandong,山东省,烟台市
ytyspd,烟台影视频道,shandong,山东省,烟台市
zbxwzhpd,淄博新闻综合频道,shandong,山东省,淄博市
zbkjpd,淄博科教频道,shandong,山东省,淄博市
zbyspd,淄博影视频道,shandong,山东省,淄博市
zbshpd,淄博生活频道,shandong,山东省,淄博市
zbdspd,淄博都市频道,shandong,山东省,淄博市
whdsxxpd,威海都市休闲频道,shandong,山东省,威海市
whmsyspd,威海民生影视频道,shandong,山东省,威海市
sdwhxwzhpd,威海新闻综合频道,shandong,山东省,威海市
rzxwzhpd,日照新闻综合频道,shandong,山东省,日照市
rzggyspd,日照公共影视频道,shandong,山东省,日照市
rzkjdspd,日照科教都市频道,shandong,山东省,日照市
dfdypd,东方电影频道,shanghai,上海市,上海市
shjydst,上海教育电视台,shanghai,上海市,上海市
ssweypd,外语频道,shanghai,上海市,上海市
ssdfsepd,哈哈少儿,shanghai,上海市,上海市
ssxwzhpd,新闻综合,shanghai,上海市,上海市
ssxwylpd,娱乐频道,shanghai,上海市,上海市
ssdsjpd,电视剧频道,shanghai,上海市,上海市
ssdycjpd,第一财经,shanghai,上海市,上海市
sswaypd,文艺频道,shanghai,上海市,上海市
ssjspd,纪实频道,shanghai,上海市,上海市
shwxty,体育频道,shanghai,上海市,上海市
ssshsspd,生活时尚,shanghai,上海市,上海市
ssxjpd,戏剧频道,shanghai,上海市,上海市
xdkt,炫动卡通,shanghai,上海市,上海市
sx3ws,陕西卫视,shanxi3,陕西省,陕西省
sa3xxwzhpd,陕西新闻综合频道,shanxi3,陕西省,陕西省
sxysylpd,陕西影视娱乐频道,shanxi3,陕西省,陕西省
sxtyjkpd,陕西体育健康频道,shanxi3,陕西省,陕西省
sxjtshpd,陕西家庭生活频道,shanxi3,陕西省,陕西省
sxggzfpd,陕西公共政法频道,shanxi3,陕西省,陕西省
sxdsqcpd,陕西都市青春频道,shanxi3,陕西省,陕西省
xaxwzhpd,西安新闻综合频道,shanxi3,陕西省,西安市
xawhyspd,西安文化影视频道,shanxi3,陕西省,西安市
xaswzxpd,西安商务资讯频道,shanxi3,陕西省,西安市
xajkklpd,西安健康快乐频道,shanxi3,陕西省,西安市
xabgdspd,西安白鸽都市频道,shanxi3,陕西省,西安市
xaylzypd,西安音乐综艺频道,shanxi3,陕西省,西安市
yaxwzhpd,延安新闻综合频道,shanxi3,陕西省,延安市
yaysylpd,延安影视娱乐频道,shanxi3,陕西省,延安市
sckjjypd,四川科技教育频道,sichuan,四川省,四川省
scws,四川卫视,sichuan,四川省,四川省
scggpd,四川公共频道,sichuan,四川省,四川省
scjjpd,四川经济频道,sichuan,四川省,四川省
scwhlypd,四川文化旅游频道,sichuan,四川省,四川省
scxwzxpd,四川新闻资讯频道,sichuan,四川省,四川省
scyswypd,四川影视文艺频道,sichuan,四川省,四川省
scfnetpd,四川妇女儿童频道,sichuan,四川省,四川省
scemdypd,四川峨嵋电影频道,sichuan,四川省,四川省
cdsepd,成都少儿频道,sichuan,四川省,成都市
cduggpd,成都公共频道,sichuan,四川省,成都市
cdjjzxpd,成都经济资讯频道,sichuan,四川省,成都市
cdxwzhpd,成都新闻综合频道,sichuan,四川省,成都市
cdyswypd,成都影视文艺频道,sichuan,四川省,成都市
cddsshpd,成都都市生活频道,sichuan,四川省,成都市
myshfwpd,绵阳生活服务频道,sichuan,四川省,绵阳市
myxwzhpd,绵阳新闻综合频道,sichuan,四川省,绵阳市
myyspd,绵阳影视频道,sichuan,四川省,绵阳市
tjggpd,天津公共频道,tianjin,天津市,天津市
tjkjpd,天津科教频道,tianjin,天津市,天津市
tjyspd,天津影视频道,tianjin,天津市,天津市
tjdspd,天津都市频道,tianjin,天津市,天津市
tjtypd,天津体育频道,tianjin,天津市,天津市
tjsepd,天津少儿频道,tianjin,天津市,天津市
tjjjshpd,天津经济生活频道,tianjin,天津市,天津市
tjwhylpd,天津文化娱乐频道,tianjin,天津市,天津市
ccyt,长春一套,jilin,吉林省,长春市
ccet,长春二套,jilin,吉林省,长春市
ccsit,长春三套,jilin,吉林省,长春市
ccsant,长春四套,jilin,吉林省,长春市
ccwt,长春五套,jilin,吉林省,长春市
jlfz,吉林法制,jilin,吉林省,吉林省
jlws,吉林卫视,jilin,吉林省,吉林省
jldspd,吉林都市频道,jilin,吉林省,吉林省
jlggpd,吉林公共频道,jilin,吉林省,吉林省
jljypd,吉林教育频道,jilin,吉林省,吉林省
jlxcpd,吉林乡村频道,jilin,吉林省,吉林省
jlyspd,吉林影视频道,jilin,吉林省,吉林省
jlsdy,吉林市电影,jilin,吉林省,吉林市
jlssh,吉林市生活,jilin,吉林省,吉林市
jlsxw,吉林市新闻,jilin,吉林省,吉林市
jlsyl,吉林市娱乐,jilin,吉林省,吉林市
jlsdsj,吉林市电视剧,jilin,吉林省,吉林市
